year_in_community,env_quality,val_fish_habitat,val_drinking_water,val_coastal_water,val_flood_protection,val_agriculture,val_outdoor_rec_summer,val_outdoor_rec_winter,val_fall_foliage,val_forest_climate_protection,val_forest_wood,val_forest_biodiversity,7a,7b,7c,7d,7e,7f,7g,7h,7i,7j,7k,7l,birth_year,gender,education,politics,race,adults_in_household,children_in_household,income
5,Very Good,Important,Very Important,Important,Very Important,Important,Important,Slight Importance,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Somewhat Agree,Neither Disagree nor Agree,Somewhat Disagree,Somewhat Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Agree,Somewhat Agree,Neither Disagree nor Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,1985,Male,4-year College Degree (Bachelor’s),Extremely Conservative,White,2,2,"$75,001 to $100,000 per year"
2,Fair,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Prefer Not to Answer,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1986,Female,4-year College Degree (Bachelor’s),Moderate,White,2,2,"$75,001 to $100,000 per year"
15,Very Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1977,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Moderate,Prefer Not to Answer,4,2,Prefer Not to Answer
2,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Very Important,Important,Very Important,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1947,Female,4-year College Degree (Bachelor’s),Slightly Liberal,White,2,0,"$50,001 to $75,000 per year"
23,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Important,Important,Very Important,Important,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Disagree nor Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1950,Male,4-year College Degree (Bachelor’s),Moderate,White,2,0,"$75,001 to $100,000 per year"
20,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Important,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,1992,Male,4-year College Degree (Bachelor’s),Moderate,White,3,0,Prefer Not to Answer
1,Fair,Very Important,Very Important,Important,Important,Important,Moderately Important,Moderately Important,Moderately Important,Important,Important,Important,Somewhat Agree,Somewhat Disagree,Neither Disagree nor Agree,Somewhat Disagree,Neither Disagree nor Agree,Somewhat Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,1968,Male,Some College or Associate’s or Technical Degree,Moderate,White,3,,"$25,001 to $50,000 per year"
53,Very Good,Very Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Very Important,Moderately Important,Important,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1961,Female,4-year College Degree (Bachelor’s),Moderate,White,2,0,"$75,001 to $100,000 per year"
40,Fair,Very Important,Very Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,Very Important,Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neither Disagree nor Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1962,Female,Some College or Associate’s or Technical Degree,Moderate,White,3,0,"$75,001 to $100,000 per year"
18,Very Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Strongly Agree,Strongly Disagree,Neither Disagree nor Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Disagree nor Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,1949,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Conservative,White,1,0,"$75,001 to $100,000 per year"
13,Fair,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1963,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Slightly Liberal,White,3,1,"More than $100,000 per year"
20,Good,Moderately Important,Important,Important,Very Important,Important,Important,Important,Slight Importance,Important,Important,Important,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1979,Female,Some College or Associate’s or Technical Degree,Extremely Liberal,White,3,0,Prefer Not to Answer
3,Fair,Important,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,Moderately Important,Very Important,Important,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Disagree nor Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,1965,Prefer Not to Answer,High School (includes GED),Slightly Conservative,White,2,0,"$25,001 to $50,000 per year"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Very Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1955,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Moderate,White,2,0,"$25,001 to $50,000 per year"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Good,Very Important,Very Important,Important,Important,Very Important,Important,Important,Moderately Important,Important,Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1948,Female,4-year College Degree (Bachelor’s),Slightly Liberal,White,2,0,"$75,001 to $100,000 per year"
21,Good,Very Important,Very Important,Important,Important,Important,Important,Important,Moderately Important,Important,Important,Important,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,1993,Male,Some College or Associate’s or Technical Degree,Liberal,White,2,0,"More than $100,000 per year"
15,Very Good,Very Important,Very Important,Important,Moderately Important,Very Important,Important,Important,Moderately Important,Important,Moderately Important,Important,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Disagree nor Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,1962,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Conservative,White,2,,Prefer Not to Answer
18,Fair,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1997,Female,High School (includes GED),Moderate,White,4,1,"More than $100,000 per year"
35,Good,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Moderately Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Disagree nor Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1953,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,3,,"$75,001 to $100,000 per year"
20,Good,Important,Very Important,Important,Slight Importance,Very Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1949,Male,4-year College Degree (Bachelor’s),Slightly Liberal,White,1,1,"More than $100,000 per year"
1,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1982,Female,4-year College Degree (Bachelor’s),Liberal,White,1,0,"$25,001 to $50,000 per year"
28,Good,Moderately Important,Unimportant,Important,Important,Important,Moderately Important,Important,Important,Important,Moderately Important,Prefer Not to Answer,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neither Disagree nor Agree,Strongly Agree,1958,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Slightly Liberal,White,1,0,Prefer Not to Answer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Good,Important,Important,Moderately Important,Very Important,Important,Slight Importance,Slight Importance,Moderately Important,Important,Very Important,Important,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1976,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,,2,"$50,001 to $75,000 per year"
3,Good,Unimportant,Very Important,Moderately Important,Important,Very Important,Very Important,Important,Important,Very Important,Moderately Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1994,Female,Some College or Associate’s or Technical Degree,Extremely Liberal,White,4,1,"$75,001 to $100,000 per year"
22,Good,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Unimportant,Important,Important,Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1954,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Prefer Not to Answer,White,3,0,Prefer Not to Answer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Very Important,Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1996,Female,Some College or Associate’s or Technical Degree,Slightly Liberal,White,3,0,Prefer Not to Answer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Good,Important,Very Important,Very Important,Important,Important,Very Important,Important,Important,Very Important,Important,Very Important,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,1943,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,2,0,"More than $100,000 per year"
36,Good,Very Important,Very Important,Very Important,Important,Very Important,Important,Important,Moderately Important,Very Important,Important,Very Important,Neither Disagree nor Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1947,Female,4-year College Degree (Bachelor’s),Extremely Liberal,White,2,0,"More than $100,000 per year"
10,Good,Important,Very Important,Very Important,Slight Importance,Moderately Important,Important,Important,Very Important,Important,Moderately Important,Moderately Important,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Agree,Neither Disagree nor Agree,Somewhat Agree,Somewhat Agree,1955,Female,High School (includes GED),Prefer Not to Answer,White,2,0,"$75,001 to $100,000 per year"
32,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Unimportant,Very Important,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Disagree nor Agree,Strongly Agree,Neither Disagree nor Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,1956,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Slightly Conservative,White,3,0,"$75,001 to $100,000 per year"
8,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Important,Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1949,Female,4-year College Degree (Bachelor’s),Slightly Liberal,White,3,1,"More than $100,000 per year"
6,Good,Moderately Important,Very Important,Important,Important,Moderately Important,Important,Slight Importance,Important,Moderately Important,Moderately Important,Moderately Important,Strongly Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1962,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Moderate,White,2,0,"$50,001 to $75,000 per year"
36,Very Good,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Moderately Important,Very Important,Moderately Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1947,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,2,0,"$75,001 to $100,000 per year"
43,Fair,Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,Moderately Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,1946,Male,4-year College Degree (Bachelor’s),Slightly Liberal,Prefer Not to Answer,3,0,Prefer Not to Answer
4,Good,Very Important,Very Important,Very Important,Important,Very Important,Important,Important,Moderately Important,Moderately Important,Important,Important,Neither Disagree nor Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Prefer Not to Answer,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Disagree,Neither Disagree nor Agree,Strongly Agree,1947,Female,Some College or Associate’s or Technical Degree,Conservative,White,1,0,"$75,001 to $100,000 per year"
12,Fair,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Moderately Important,Very Important,Important,Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1955,Female,Some College or Associate’s or Technical Degree,Conservative,White,0,0,"$25,001 to $50,000 per year"
2,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,1970,Female,Some College or Associate’s or Technical Degree,Moderate,White,1,0,"$25,001 to $50,000 per year"
30,Good,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1957,Male,4-year College Degree (Bachelor’s),Slightly Conservative,White,2,0,"More than $100,000 per year"
32,Very Good,Very Important,Very Important,Important,Important,Important,Very Important,Very Important,Moderately Important,Unimportant,Very Important,Important,,,,,,,,,,,,,,,,,,,,
34,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Fair,Important,Very Important,Very Important,Very Important,Important,Important,Moderately Important,Moderately Important,Very Important,Moderately Important,Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,1966,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Slightly Liberal,White,2,0,"More than $100,000 per year"
3,Fair,Important,Very Important,Important,Very Important,Important,Important,Important,Important,Important,Moderately Important,Moderately Important,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,1935,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Moderate,White,1,0,Prefer Not to Answer
1,Very Good,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1953,Male,Some College or Associate’s or Technical Degree,Conservative,White,1,0,Prefer Not to Answer
23,Fair,Very Important,Very Important,Very Important,Important,Moderately Important,Slight Importance,Unimportant,Slight Importance,Slight Importance,Slight Importance,Very Important,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Neither Disagree nor Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1958,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Slightly Liberal,White,3,0,"$25,001 to $50,000 per year"
30,Good,Very Important,Very Important,Very Important,Very Important,Moderately Important,Important,Important,Very Important,Very Important,Important,Very Important,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1929,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Extremely Liberal,White,1,0,"$50,001 to $75,000 per year"
1,Good,Very Important,Very Important,Moderately Important,Important,Very Important,Important,Slight Importance,Important,Very Important,Important,Very Important,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1946,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,0,0,"$50,001 to $75,000 per year"
16,Very Good,Important,Very Important,Important,Important,Very Important,Important,Moderately Important,Moderately Important,Very Important,Important,Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1967,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,2,2,"$50,001 to $75,000 per year"
37,Very Good,Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,,,,,,,,,,,,,,,,,,,,
54,Good,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Moderately Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1961,Female,Some College or Associate’s or Technical Degree,Conservative,White,4,0,Prefer Not to Answer
37,Very Good,Very Important,Very Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,1951,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Slightly Liberal,White,2,,"$50,001 to $75,000 per year"
3,Fair,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1987,Female,4-year College Degree (Bachelor’s),Moderate,White,2,1,"More than $100,000 per year"
26,Very Good,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1959,Male,4-year College Degree (Bachelor’s),Moderate,White,2,0,"More than $100,000 per year"
43,Fair,Important,Very Important,Important,Very Important,Important,Very Important,Important,Important,Very Important,Important,Very Important,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,1952,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Conservative,White,1,0,"$50,001 to $75,000 per year"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Fair,Important,Very Important,Important,Moderately Important,Very Important,Very Important,Very Important,Important,Important,Moderately Important,Important,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Neither Disagree nor Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,1953,Female,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,2,0,"$75,001 to $100,000 per year"
8,Good,Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Moderately Important,Important,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neither Disagree nor Agree,Somewhat Agree,Neither Disagree nor Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,1949,Male,Some College or Associate’s or Technical Degree,Moderate,White,2,0,"$75,001 to $100,000 per year"
46,Good,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Very Important,Important,Very Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1941,Female,4-year College Degree (Bachelor’s),Slightly Liberal,Prefer Not to Answer,1,0,Prefer Not to Answer
25,Good,Slight Importance,Moderately Important,Slight Importance,Important,Moderately Important,Very Important,Very Important,Important,Important,Moderately Important,Moderately Important,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Disagree nor Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1958,Male,4-year College Degree (Bachelor’s),Moderate,White,2,0,"$50,001 to $75,000 per year"
35,Fair,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,1960,Female,Some College or Associate’s or Technical Degree,Slightly Conservative,White,2,0,"$50,001 to $75,000 per year"
20,Good,Important,Very Important,Important,Important,Important,Important,Moderately Important,Moderately Important,Important,Important,Important,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,1948,Male,"Graduate or Professional Degree (Master’s, Ph.D., M.B.A., M.D., J.D., etc)",Liberal,White,1,0,"Less than $25,000 per year"
